unique_post_id,split,group_id,author,thread_id,content_hash,final_stress,clinical_class,label_source,evaluation_eligible,training_eligible,split_seed,dataset_hash,manifest_version
246934094,train,G00000,parvane53,9125099,f71e666fe548534f995c6666bb9429f909dc1d03b6f45abbe7149763083f7457,4.111111111111111,Moderate,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
247447668,train,G00001,mommy_narges,9116046,07f68178d2a618717af36938250c933796fcb9709528e8ad43f96c9ebcf32536,1.0942455856950868,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
249384092,train,G00002,عشق5,9242694,03d4e07dececb353b0b253d50a702fc87719ff019a9f9ca501ea0c80d1282e44,2.6296296296296293,Low,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
249430380,val,G00003,باقلوا_استانبولي,9244226,41893b41450038956c6d89368e9addfbefb5ae6d869915b883217dedc25b584e,1.8713104343270661,Low,active_p2_calibrated,False,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
251560308,train,G00004,fatemehfr,9345142,3cb587a86ee77f7daff6156c5e8f8732797486750027367209aab9bf3001f017,1.8713104343270661,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
252781771,train,G00005,توسکا۱۹۹۵,9403471,7c4f18d2690b39deca697556d4a14bfeaed0536c631e02799a6dbe92b9b756b5,4.9795698288549834,Moderate,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
253100419,test,G00006,آهو۱۹,9418658,5435325610c50964e63e77bd220bc71c61f54cddf3aded594578f7ab97aa514c,1.0942455856950868,Low,active_p2_calibrated,False,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
253153415,train,G00007,darya2000,9421006,09fde6adb5ba24ae6d257d595c3cfc0f1f416e186c48c853df5b621f95970ede,1.0942455856950868,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
253412625,train,G00008,eliii74fatiiiii66,9435371,c558e75a4f2a65895149fa9e3d0b25b18620b3c414eae38f6864c92e6d9813fe,4.9795698288549834,Moderate,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
253589219,val,G00009,غزل۲۰۲۰,9443570,d811e0169eee2a544c328613b36b401d031cb19a92d4f5785d057312495d6c3a,3.7407407407407405,Moderate,active_dual,True,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
253589632,val,G00009,غزل۲۰۲۰,9443570,e171126aea8967d07295e514692146f8a5ab16e03a742e6cbbc499f074d1ca1e,2.0,Low,active_dual,True,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
253590070,val,G00009,پشمممممممممک,9443570,d78b1d1160e06d2144c65c2e08c52e12ada1d0f72ea79f5562ba8270b0007588,1.3703703703703702,Low,active_dual,True,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
253590597,val,G00009,پشمممممممممک,9443570,fc984cc4454dd2e4ddede64fa52221e430b764f5df831b502e3cefe728ffc448,1.0,Low,active_dual,True,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
254311996,val,G00009,غزل۲۰۲۰,9476773,29a482c512f3219c8c3056fa189cdf612c1bb7404e05b3ee028174953fce7125,1.8713104343270661,Low,active_p2_calibrated,False,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
254941053,train,G00010,mami_reyhan,9502617,453cb849304e79beeb9c3dc68ff3836ff7dc855bc2baf6ce16e48df077f5adfa,1.0,Low,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
255812776,train,G00011,مريدا,9538766,327ac6598766b80d847692cb0f1b19ccde96eb2dd00dafbcdef912a476b0fd2a,1.0,Low,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
255921942,train,G00012,a1s3m7a7,9543309,bcc12843dc12d94cabeb455a094524f3a766027294a4dad0fdcef2e5ccda87de,2.0,Low,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
256748376,train,G00013,عشق_کرامتم,9576910,f1a2770cb07be8ebe64795a6cf5e62efa8a9e9bf23af40c2e104f724d4642217,3.425440131591025,Moderate,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
257729451,train,G00014,چاوجوانگم1373,9620760,3191b75011f3152181f93fb5e5661a23ae2f97d29c9981527fda5a64639e055b,1.8713104343270661,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
257900941,train,G00015,shoroogh,9628180,191df77daa5c3bf09d63f1a87301be0f3309046b016b1e5857930b06aa2c33b2,1.8713104343270661,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
257945178,test,G00016,دنیای_زیبای_من_,9595700,5d35aac431ec89701abbaaa2756107800c9c488e54eaea596315315132f0df30,1.0,Low,active_dual,True,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
257972125,train,G00017,بالیتلبوتل,9631153,55287e37400be6ce9118fc75c4c518e76210a8546666e534415af6a491146125,4.9795698288549834,Moderate,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
258001969,train,G00018,شایلین1401,9632346,f3b08482aa84cf3f791bbdf4696be884840ea92429038d25a358a15adb1127cc,1.0,Low,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
258003322,train,G00018,مامان_جوجه_خروس,9632346,1645bd415574c106fe51ed40aba92071c55f545fa5d5d74d71f312604d673a90,3.6296296296296298,Moderate,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
258004522,train,G00018,شایلین1401,9632346,4a845555976fcb841e9b9f4778eaf81e3f48193dd57b363b6b4f4ef778c65db5,1.8713104343270661,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
258280572,train,G00019,imdarya,9644221,201cbf03e5d69ab9f20f9ea1c09349598347823d90e9726747a93c5e9ca64c90,1.8713104343270661,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
261472437,test,G00020,آفتابگردون۱۱۱,9780000,153bc8b54bb6cace573fcb8a6c9fcff7d016d283dba9f36589ce003032aeb5ec,4.2025049802230035,Moderate,active_p2_calibrated,False,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
261753547,val,G00021,رویا_77,9792039,1b628226965f20214ec1df3bd0e65c5e37e8038a6b57463a6a2f91a42638097d,1.0942455856950868,Low,active_p2_calibrated,False,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
262385462,train,G00022,e9,9819353,f9d07dd1f9da17edbb12e0debcd484bda4dd98bcfd4e0c8aaedc696e5f577f6d,1.8713104343270661,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
262539355,train,G00023,مریساگلی1,9825243,166e99ee0fdccfd3c5ee4653994af0e087404a21896449320924eee025c4d212,2.0,Low,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
262540230,train,G00023,astiiii,9825243,774e4ffec305abd7744a9ef2eae0f42c389c8c58a08dc8a1ef7653dfadffeb8a,3.7407407407407405,Moderate,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
262644053,train,G00024,rآرامشr,9829650,e9564bd71426d3dbc854b4c89d5eeac1192a50a8678d65f7e3d9ce68a672cee8,1.0,Low,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
262645142,train,G00024,یاسفاطمه,9829650,ccf5a0da013f90067c8ac99433003fc5aff99157358d643918e4e1fd200ac34b,1.0942455856950868,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
262649879,train,G00025,nazbaby,9829872,f393f59f3f21b19d03dc1d2cfe771a1f67bc690dca404f1de6e5da3f1fae08d9,2.9999999999999996,Low,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
262741341,val,G00026,نازارایل۲,9833740,07e7fd3a04ecadae926ef189718483c3cdfcbf7167f0a2fcfbc81ce7e8e9a55e,4.7407407407407405,Moderate,active_dual,True,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
263665456,train,G00027,دختر_خوش_ذوق2,9873115,7a78f8dd651d8882be60ef6491788c8e2309d2d110350174625d78d1712afa95,1.0942455856950868,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
264122188,train,G00028,radvinmamani,9892363,77936812a121143285fd4cb1461a71497db4500f01e541fcdcc1a3403b99e0c6,1.0,Low,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
264123022,train,G00028,radvinmamani,9892363,9256342b79d8f8bbb3767b137deee861e8fef7c2484cada2939b8074d417b300,1.8713104343270661,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
266906931,test,G00029,breathbreath,10013485,f5b793d6da88c5baa5ed9e31d8b7fbc259b7d0662c57b963591b70b3bc18cbe2,5.7407407407407405,High,active_dual,True,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
266908403,test,G00029,گلاره_خالقی,10013485,7b101d87010e3614a9cf0481917058e50c67245b2e175d1735acffffaf33d6f9,7.370370370370369,Very High,active_dual,True,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
267086338,val,G00030,elaheh__r,10021094,838d1f614ec2ea24655296fe1fcf2f91d7be6a1931442359d166143ecee83455,2.6483752829590452,Low,active_p2_calibrated,False,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
267356554,train,G00031,maryam1997,10033906,3c335295b3d80f159c50df20d6290a437369e585f3cee373fb3618d2de78ff8b,2.6483752829590452,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
267365062,train,G00031,maryam1997,10033906,933215d959ede624c1b7c362164e7dcc8af2663f637efb7d30cc82a4d025d212,4.9795698288549834,Moderate,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
267365382,train,G00031,farimah68,10033906,30f52e0b56a81bdfc7de13c022481b686239b914f8b34a88ce2d385a5726f1f9,1.0942455856950868,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
267730400,train,G00032,چوکوروا,10049289,620ac5f9b3c96cd06671d0e6e0ae72e2836794048b3d889aa76978d6457b70f4,2.6483752829590452,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
267767458,train,G00033,۲۲دی,10050670,1cd57d56f91289844dc95d62b4516a8e864602047f023caace8c2241f12f3960,1.6296296296296298,Low,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
268343330,test,G00034,h_dolunay,10075662,180a5aae8091fe2d214b317a3d2ab97610b5fcf67c03f337da015cc0bf9970d5,1.0,Low,active_dual,True,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
268738659,train,G00035,ستاره71آرش,10093689,0cd1985324996bd57eea9a88492638980febd8555e40717c57a17ed573f8e071,1.8713104343270661,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
269245719,train,G00036,nellin,10117119,8dfb207b7b64e51d6a3cfef6ec422603bb32cf9bbc2287a17d641ead52af7dde,2.0,Low,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
270778770,test,G00037,سلوی70سابق,10189461,ac9efcf870cfcbdefa3ee1aa2d5adaa0a0145dfde5c1dbfa89cb2b7cc978fc9c,4.9795698288549834,Moderate,active_p2_calibrated,False,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
270837757,train,G00038,اظییییی,10192165,d1e97bf31de25697165baa9ab6a6db737f02def8b1978f4c6fe78061634a0256,2.6483752829590452,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
272894651,train,G00039,اوجولات,10291766,31f90bea4afa74a8d05e542b84858799c572b11d712211ad8b389437113c4abc,1.0942455856950868,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
272963433,train,G00040,الیزابت_بنت,10295423,b2755c8cb3921c3821e44b7e3dedd6b1ef574833f7a121d2ce8e00dad116c923,3.425440131591025,Moderate,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
272964892,train,G00040,۳۵۳۴,10295423,43aa97228aceddd39d0df7d23d970af29563296ddc536f6414d5741f119b81a4,7.310764374750923,Very High,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
273384140,test,G00041,مامان_اولی_۷۸,10314718,d9bd42e6e444eb21b8655e937cd8e84ee71d9a9039855e6a6538bb0eda2678df,1.0942455856950868,Low,active_p2_calibrated,False,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
273542254,train,G00042,دیودلبر,10321992,cd3bbb60fde30ce2cd05d10352b8ad22cf4302e2579702234aa72f7db9a9c482,1.0942455856950868,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
274321937,train,G00043,کاکل_زریتونم,10356070,1682cca3be58723b01b7138965aa5128b004640bb5d3abf2344c4b88b5dda6c4,1.8713104343270661,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
274322446,train,G00043,آرا_ara,10356070,212443afc17167dd935a4e5fddf19fcf86889f7893a4569498a2894212c64e2b,6.370370370370369,High,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
274395221,train,G00044,maralllllll,10359107,660147e6f24a5dedda1f56d51b0f622a47990ae7c09e22a9334280178a6d0a34,1.8713104343270661,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
274427349,train,G00045,خانوم_گل77,10360528,b54c763f57f7c36dba6cb4c71a8704bbd83d50fc19ad6befcd30436644c0b318,1.0942455856950868,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
274477548,train,G00045,عاشقستاره,10360528,a17ffbcaa4eb134d04739f4c0833b30ca5e629d5a79238cf77d066d0fd7252d8,1.0,Low,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
274601464,train,G00046,zandge,10368325,d571ed7747e9ea3ac551fd35dfbf41c9a0b1bb419759bb9af161d6504d6a27b3,1.0942455856950868,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
274674125,train,G00047,sh_en,10371550,bfb8969c752dab2823079efe6687e117fcd9da567888e4e02f49b3c943bd4080,1.0942455856950868,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
274705570,train,G00048,خرم__سلطان,10372848,4920e189ebc9dff2d98e128a415e903dd9fe4ec099593bfb9becb49275a91f9b,2.6483752829590452,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
274714511,train,G00048,خرم__سلطان,10372848,59291f738102f06460899fb6627f67b49bfcf2b7f0c7fb34d1ea1580be5e2d50,1.8713104343270661,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
274805847,train,G00049,pejvak3124,10377037,06dab1f718bfb9b3dee9d43305f3bd488e3bbd89752a7cfc62ea58135bfb46e9,3.425440131591025,Moderate,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
275181801,train,G00050,نهالخشک۶۸,10393290,e227a5c0be2c6718a08a7235126a44f875da26559542aabf8b51043d4115f4c7,4.7407407407407405,Moderate,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
275183139,train,G00050,_farima,10393290,148008ad865e47b7648c3308d64d0b4300220a0bce34b2b9fa40b14023e26abd,1.0942455856950868,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
275777849,train,G00051,mahsami7777,10419019,2c9f326a2afdb17609df1027f49098267503e65bebda0ca0e2952477fda80b95,1.8713104343270661,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
276962686,train,G00052,گیسو_کمند_,10470944,d6fc3d64424caaa3a3285ca5136d79c113e047da8ac3186a2434904bfdefd240,1.0942455856950868,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
276974454,train,G00052,nilofayaz,10470944,93181e622c42fc1fcacf443ae2d17d05b0c1ac97714732500523f5537a7bef99,1.0,Low,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
277361152,train,G00053,m_a738,10487660,5051b77267778d38d733688054fdcc18f2591cf6343f83bdd1effd4f56640937,1.8713104343270661,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
277747503,train,G00054,تدبیرآرامش,10504373,ceac1046a3c3a383c8ae4dfe1a70acecdc7b3ea877db491d2079ca27e0f1e6b8,2.6483752829590452,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
278343497,train,G00055,شکموخانم,10530158,6288e9e4c553ba095f1cb0eac9812426bee992c5577e9b9873034431245e0069,3.425440131591025,Moderate,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
278412666,val,G00056,dokhtarenazzz20,10533216,4561026b2d846f9a15bb0f6b08a849b625dddb73e66c71b5205c0262fa9bb5d0,1.0,Low,active_dual,True,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
278640704,train,G00057,روحپاک,10542869,a226d876710c40193dc27521ffa2887a235ddb499bd6ff7b880b9341b87b8f47,1.0942455856950868,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
279401520,test,G00058,babayedokhtaram,10576714,10292a2eaa887cdb26770fa959ae966b8f1e9fe1fcbfa4a28da8548204c6bb82,1.8713104343270661,Low,active_p2_calibrated,False,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
280092741,val,G00059,چشم_سفید۷۹,10606058,93b1ea50902c53cde1b860e53995badf012a899b25d6ff97eb86e4f5f608ac5a,4.9795698288549834,Moderate,active_p2_calibrated,False,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
281943173,train,G00060,liana96,10686775,2cb0e4f52b6c5df1a7c7cd968640687be2075b15011e629328fa495d9b388212,2.6483752829590452,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
282233944,val,G00056,dokhtarenazzz20,10699964,730ad8c249234394ce7ec6f67bcb7385de463a401ce9a6495e0e9c11af31fae1,1.0942455856950868,Low,active_p2_calibrated,False,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
282398573,train,G00061,__مهربانو__,10707495,6313e959476a01d366dbde8e2e94d38fd507c07947ada1021b5a85c2d28f9590,1.0942455856950868,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
282470440,val,G00062,nargesam9198,10710343,d65e26d09c966c0757e41afd407e990b8b3baf4edd53d151f475d234d5b851d4,1.0942455856950868,Low,active_p2_calibrated,False,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
282666403,train,G00063,آکچا,10718439,e4b35df0bbecd2bf642d1176f6d33191367f11e1615df8296a2809c422f245b0,6.533699526118942,High,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
284071614,train,G00064,پاشاجانم,10779882,2dff5e5f48de7c38bfdad67f90fc60c3bdfd9c3d56b8b8394378d6487f8121b0,1.0942455856950868,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
284312259,val,G00062,مرضیههه۱۱۱,10710343,2891e4052f09d2d1885e39a8dd533acb592fecb2ff5525d5fdcd9d91d333a9ac,1.0,Low,active_dual,True,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
284927360,train,G00065,elham5780,10819472,00681b0e719aad3198cd6ac0cf7f9da5da1b73c918d7e3439ed3bc05f71b162e,1.0,Low,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
285393542,train,G00066,nafscute,10838894,97f65c545de3c84d8671620a8ecfc08a683f9b5e88ec28d5758cde6d6aa93682,1.8713104343270661,Low,active_p2_calibrated,False,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
285475006,train,G00067,بهاار_نارنج,10843934,009676afa65a8915850d8a24a132c69345df9c1010a06a2e0a305692eb3af4ff,1.0,Low,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
